# messageDelay  cumulativeProbability
2.0000 0.0731
2.0000 0.0736
2.0000 0.0741
2.0000 0.0746
2.0000 0.0751
2.0000 0.0756
2.0000 0.0761
2.0000 0.0766
2.0000 0.0771
2.0000 0.0776
2.0000 0.0781
2.0000 0.0786
2.0000 0.0791
2.0000 0.0796
2.0000 0.0801
2.0000 0.0806
2.0000 0.0811
2.0000 0.0816
2.0000 0.0821
2.0000 0.0826
2.0000 0.0831
2.0000 0.0836
2.0000 0.0841
2.0000 0.0846
2.0000 0.0851
2.0000 0.0856
2.0000 0.0861
2.0000 0.0866
2.0000 0.0871
2.0000 0.0876
2.0000 0.0881
2.0000 0.0886
2.0000 0.0891
2.0000 0.0896
2.0000 0.0901
2.0000 0.0906
2.0000 0.0911
2.0000 0.0916
2.0000 0.0921
2.0000 0.0926
2.0000 0.0931
2.0000 0.0936
2.0000 0.0941
2.0000 0.0946
2.0000 0.0951
2.0000 0.0956
2.0000 0.0961
2.0000 0.0966
2.0000 0.0971
2.0000 0.0976
2.0000 0.0981
2.0000 0.0986
2.0000 0.0991
2.0000 0.0996
2.0000 0.1001
2.0000 0.1006
2.0000 0.1011
2.0000 0.1016
2.0000 0.1021
2.0000 0.1026
2.0000 0.1031
2.0000 0.1036
2.0000 0.1041
2.0000 0.1046
2.0000 0.1051
2.0000 0.1056
2.0000 0.1061
2.0000 0.1066
2.0000 0.1071
2.0000 0.1076
2.0000 0.1081
2.0000 0.1086
2.0000 0.1091
2.0000 0.1096
2.0000 0.1101
2.0000 0.1106
2.0000 0.1111
2.0000 0.1116
2.0000 0.1121
2.0000 0.1126
2.0000 0.1131
2.0000 0.1136
2.0000 0.1141
2.0000 0.1146
2.0000 0.1151
2.0000 0.1156
2.0000 0.1161
2.0000 0.1166
2.0000 0.1171
2.0000 0.1176
2.0000 0.1181
2.0000 0.1186
2.0000 0.1191
2.0000 0.1196
2.0000 0.1201
2.0000 0.1206
2.0000 0.1211
2.0000 0.1216
2.0000 0.1221
2.0000 0.1226
2.0000 0.1231
2.0000 0.1236
2.0000 0.1241
2.0000 0.1246
2.0000 0.1251
2.0000 0.1256
2.0000 0.1261
2.0000 0.1266
2.0000 0.1271
2.0000 0.1276
2.0000 0.1281
2.0000 0.1286
2.0000 0.1291
2.0000 0.1296
2.0000 0.1301
2.0000 0.1306
2.0000 0.1311
2.0000 0.1316
2.0000 0.1321
2.0000 0.1326
2.0000 0.1331
2.0000 0.1336
2.0000 0.1341
2.0000 0.1346
2.0000 0.1351
2.0000 0.1356
2.0000 0.1361
2.0000 0.1366
2.0000 0.1371
2.0000 0.1376
2.0000 0.1381
2.0000 0.1386
2.0000 0.1391
2.0000 0.1396
2.0000 0.1401
2.0000 0.1406
2.0000 0.1411
2.0000 0.1416
2.0000 0.1421
2.0000 0.1426
2.0000 0.1431
2.0000 0.1436
2.0000 0.1441
2.0000 0.1446
2.0000 0.1451
2.0000 0.1456
2.0000 0.1461
2.0000 0.1466
2.0000 0.1471
2.0000 0.1476
2.0000 0.1481
2.0000 0.1486
2.0000 0.1491
2.0000 0.1496
2.0000 0.1502
2.0000 0.1507
2.0000 0.1512
2.0000 0.1517
2.0000 0.1522
2.0000 0.1527
2.0000 0.1532
2.0000 0.1537
2.0000 0.1542
2.0000 0.1547
2.0000 0.1552
2.0000 0.1557
2.0000 0.1562
2.0000 0.1567
2.0000 0.1572
2.0000 0.1577
2.0000 0.1582
2.0000 0.1587
2.0000 0.1592
2.0000 0.1597
2.0000 0.1602
2.0000 0.1607
2.0000 0.1612
2.0000 0.1617
2.0000 0.1622
2.0000 0.1627
2.0000 0.1632
2.0000 0.1637
2.0000 0.1642
2.0000 0.1647
2.0000 0.1652
2.0000 0.1657
2.0000 0.1662
2.0000 0.1667
2.0000 0.1672
2.0000 0.1677
2.0000 0.1682
2.0000 0.1687
2.0000 0.1692
2.0000 0.1697
2.0000 0.1702
2.0000 0.1707
2.0000 0.1712
2.0000 0.1717
2.0000 0.1722
2.0000 0.1727
2.0000 0.1732
2.0000 0.1737
2.0000 0.1742
2.0000 0.1747
2.0000 0.1752
2.0000 0.1757
2.0000 0.1762
2.0000 0.1767
2.0000 0.1772
2.0000 0.1777
2.0000 0.1782
2.0000 0.1787
2.0000 0.1792
2.0000 0.1797
2.0000 0.1802
2.0000 0.1807
2.0000 0.1812
2.0000 0.1817
2.0000 0.1822
2.0000 0.1827
2.0000 0.1832
2.0000 0.1837
2.0000 0.1842
2.0000 0.1847
2.0000 0.1852
2.0000 0.1857
2.0000 0.1862
2.0000 0.1867
2.0000 0.1872
2.0000 0.1877
2.0000 0.1882
2.0000 0.1887
2.0000 0.1892
2.0000 0.1897
2.0000 0.1902
2.0000 0.1907
2.0000 0.1912
2.0000 0.1917
2.0000 0.1922
2.0000 0.1927
2.0000 0.1932
2.0000 0.1937
2.0000 0.1942
2.0000 0.1947
2.0000 0.1952
2.0000 0.1957
2.0000 0.1962
2.0000 0.1967
2.0000 0.1972
2.0000 0.1977
2.0000 0.1982
2.0000 0.1987
2.0000 0.1992
2.0000 0.1997
2.0000 0.2002
2.0000 0.2007
2.0000 0.2012
2.0000 0.2017
2.0000 0.2022
2.0000 0.2027
2.0000 0.2032
2.0000 0.2037
2.0000 0.2042
2.0000 0.2047
2.0000 0.2052
2.0000 0.2057
2.0000 0.2062
2.0000 0.2067
2.0000 0.2072
2.0000 0.2077
2.0000 0.2082
2.0000 0.2087
2.0000 0.2092
2.0000 0.2097
2.0000 0.2102
2.0000 0.2107
2.0000 0.2112
2.0000 0.2117
2.0000 0.2122
2.0000 0.2127
2.0000 0.2132
2.0000 0.2137
2.0000 0.2142
2.0000 0.2147
2.0000 0.2152
2.0000 0.2157
2.0000 0.2162
2.0000 0.2167
2.0000 0.2172
2.0000 0.2177
2.0000 0.2182
2.0000 0.2187
2.0000 0.2192
2.0000 0.2197
2.0000 0.2202
2.0000 0.2207
2.0000 0.2212
2.0000 0.2217
2.0000 0.2222
2.0000 0.2227
2.0000 0.2232
2.0000 0.2237
2.0000 0.2242
2.0000 0.2247
2.0000 0.2252
2.0000 0.2257
2.0000 0.2262
2.0000 0.2267
2.0000 0.2272
2.0000 0.2277
2.0000 0.2282
2.0000 0.2287
2.0000 0.2292
2.0000 0.2297
2.0000 0.2302
2.0000 0.2307
2.0000 0.2312
2.0000 0.2317
2.0000 0.2322
2.0000 0.2327
2.0000 0.2332
2.0000 0.2337
2.0000 0.2342
2.0000 0.2347
2.0000 0.2352
2.0000 0.2357
2.0000 0.2362
2.0000 0.2367
2.0000 0.2372
2.0000 0.2377
2.0000 0.2382
2.0000 0.2387
2.0000 0.2392
2.0000 0.2397
2.0000 0.2402
2.0000 0.2407
2.0000 0.2412
2.0000 0.2417
2.0000 0.2422
2.0000 0.2427
2.0000 0.2432
2.0000 0.2437
2.0000 0.2442
2.0000 0.2447
2.0000 0.2452
2.0000 0.2457
2.0000 0.2462
2.0000 0.2467
2.0000 0.2472
2.0000 0.2477
2.0000 0.2482
2.0000 0.2487
2.0000 0.2492
2.0000 0.2497
2.0000 0.2503
2.0000 0.2508
2.0000 0.2513
2.0000 0.2518
2.0000 0.2523
2.0000 0.2528
2.0000 0.2533
2.0000 0.2538
2.0000 0.2543
2.0000 0.2548
2.0000 0.2553
2.0000 0.2558
2.0000 0.2563
2.0000 0.2568
2.0000 0.2573
2.0000 0.2578
2.0000 0.2583
2.0000 0.2588
2.0000 0.2593
2.0000 0.2598
2.0000 0.2603
2.0000 0.2608
2.0000 0.2613
2.0000 0.2618
2.0000 0.2623
2.0000 0.2628
2.0000 0.2633
2.0000 0.2638
2.0000 0.2643
2.0000 0.2648
2.0000 0.2653
2.0000 0.2658
2.0000 0.2663
2.0000 0.2668
2.0000 0.2673
2.0000 0.2678
2.0000 0.2683
2.0000 0.2688
2.0000 0.2693
2.0000 0.2698
2.0000 0.2703
2.0000 0.2708
2.0000 0.2713
2.0000 0.2718
2.0000 0.2723
2.0000 0.2728
2.0000 0.2733
2.0000 0.2738
2.0000 0.2743
2.0000 0.2748
2.0000 0.2753
2.0000 0.2758
2.0000 0.2763
2.0000 0.2768
2.0000 0.2773
2.0000 0.2778
2.0000 0.2783
2.0000 0.2788
2.0000 0.2793
2.0000 0.2798
2.0000 0.2803
2.0000 0.2808
2.0000 0.2813
2.0000 0.2818
2.0000 0.2823
2.0000 0.2828
2.0000 0.2833
2.0000 0.2838
2.0000 0.2843
2.0000 0.2848
2.0000 0.2853
2.0000 0.2858
2.0000 0.2863
2.0000 0.2868
2.0000 0.2873
2.0000 0.2878
2.0000 0.2883
2.0000 0.2888
2.0000 0.2893
2.0000 0.2898
2.0000 0.2903
2.0000 0.2908
2.0000 0.2913
2.0000 0.2918
2.0000 0.2923
2.0000 0.2928
2.0000 0.2933
2.0000 0.2938
2.0000 0.2943
2.0000 0.2948
2.0000 0.2953
2.0000 0.2958
2.0000 0.2963
2.0000 0.2968
2.0000 0.2973
2.0000 0.2978
2.0000 0.2983
2.0000 0.2988
2.0000 0.2993
2.0000 0.2998
2.0000 0.3003
2.0000 0.3008
2.0000 0.3013
2.0000 0.3018
2.0000 0.3023
2.0000 0.3028
2.0000 0.3033
2.0000 0.3038
2.0000 0.3043
2.0000 0.3048
2.0000 0.3053
2.0000 0.3058
2.0000 0.3063
2.0000 0.3068
2.0000 0.3073
2.0000 0.3078
2.0000 0.3083
2.0000 0.3088
2.0000 0.3093
2.0000 0.3098
2.0000 0.3103
2.0000 0.3108
2.0000 0.3113
2.0000 0.3118
2.0000 0.3123
2.0000 0.3128
2.0000 0.3133
2.0000 0.3138
2.0000 0.3143
2.0000 0.3148
2.0000 0.3153
2.0000 0.3158
2.0000 0.3163
2.0000 0.3168
2.0000 0.3173
2.0000 0.3178
2.0000 0.3183
2.0000 0.3188
2.0000 0.3193
2.0000 0.3198
2.0000 0.3203
2.0000 0.3208
2.0000 0.3213
2.0000 0.3218
2.0000 0.3223
2.0000 0.3228
2.0000 0.3233
2.0000 0.3238
2.0000 0.3243
2.0000 0.3248
2.0000 0.3253
2.0000 0.3258
2.0000 0.3263
2.0000 0.3268
2.0000 0.3273
2.0000 0.3278
2.0000 0.3283
2.0000 0.3288
2.0000 0.3293
2.0000 0.3298
2.0000 0.3303
2.0000 0.3308
2.0000 0.3313
2.0000 0.3318
2.0000 0.3323
2.0000 0.3328
2.0000 0.3333
2.0000 0.3338
2.0000 0.3343
2.0000 0.3348
2.0000 0.3353
2.0000 0.3358
2.0000 0.3363
2.0000 0.3368
2.0000 0.3373
2.0000 0.3378
2.0000 0.3383
2.0000 0.3388
2.0000 0.3393
2.0000 0.3398
2.0000 0.3403
2.0000 0.3408
2.0000 0.3413
2.0000 0.3418
2.0000 0.3423
2.0000 0.3428
2.0000 0.3433
2.0000 0.3438
2.0000 0.3443
2.0000 0.3448
2.0000 0.3453
2.0000 0.3458
2.0000 0.3463
2.0000 0.3468
2.0000 0.3473
2.0000 0.3478
2.0000 0.3483
2.0000 0.3488
2.0000 0.3493
2.0000 0.3498
2.0000 0.3504
2.0000 0.3509
2.0000 0.3514
2.0000 0.3519
2.0000 0.3524
2.0000 0.3529
2.0000 0.3534
2.0000 0.3539
2.0000 0.3544
2.0000 0.3549
2.0000 0.3554
2.0000 0.3559
2.0000 0.3564
2.0000 0.3569
2.0000 0.3574
2.0000 0.3579
2.0000 0.3584
2.0000 0.3589
2.0000 0.3594
2.0000 0.3599
2.0000 0.3604
2.0000 0.3609
2.0000 0.3614
2.0000 0.3619
2.0000 0.3624
2.0000 0.3629
2.0000 0.3634
2.0000 0.3639
2.0000 0.3644
2.0000 0.3649
2.0000 0.3654
2.0000 0.3659
2.0000 0.3664
2.0000 0.3669
2.0000 0.3674
2.0000 0.3679
2.0000 0.3684
2.0000 0.3689
2.0000 0.3694
2.0000 0.3699
2.0000 0.3704
2.0000 0.3709
2.0000 0.3714
2.0000 0.3719
2.0000 0.3724
2.0000 0.3729
2.0000 0.3734
2.0000 0.3739
2.0000 0.3744
2.0000 0.3749
2.0000 0.3754
2.0000 0.3759
2.0000 0.3764
2.0000 0.3769
2.0000 0.3774
2.0000 0.3779
2.0000 0.3784
2.0000 0.3789
2.0000 0.3794
2.0000 0.3799
2.0000 0.3804
2.0000 0.3809
2.0000 0.3814
2.0000 0.3819
2.0000 0.3824
2.0000 0.3829
2.0000 0.3834
2.0000 0.3839
2.0000 0.3844
2.0000 0.3849
2.0000 0.3854
2.0000 0.3859
2.0000 0.3864
2.0000 0.3869
2.0000 0.3874
2.0000 0.3879
2.0000 0.3884
2.0000 0.3889
2.0000 0.3894
2.0000 0.3899
2.0000 0.3904
2.0000 0.3909
2.0000 0.3914
2.0000 0.3919
2.0000 0.3924
2.0000 0.3929
2.0000 0.3934
2.0000 0.3939
2.0000 0.3944
2.0000 0.3949
2.0000 0.3954
2.0000 0.3959
2.0000 0.3964
2.0000 0.3969
2.0000 0.3974
2.0000 0.3979
2.0000 0.3984
2.0000 0.3989
2.0000 0.3994
2.0000 0.3999
2.0000 0.4004
2.0000 0.4009
2.0000 0.4014
2.0000 0.4019
2.0000 0.4024
2.0000 0.4029
2.0000 0.4034
2.0000 0.4039
2.0000 0.4044
2.0000 0.4049
2.0000 0.4054
2.0000 0.4059
2.0000 0.4064
2.0000 0.4069
2.0000 0.4074
2.0000 0.4079
2.0000 0.4084
2.0000 0.4089
2.0000 0.4094
2.0000 0.4099
2.0000 0.4104
2.0000 0.4109
2.0000 0.4114
2.0000 0.4119
2.0000 0.4124
2.0000 0.4129
2.0000 0.4134
2.0000 0.4139
2.0000 0.4144
2.0000 0.4149
2.0000 0.4154
2.0000 0.4159
2.0000 0.4164
2.0000 0.4169
2.0000 0.4174
2.0000 0.4179
2.0000 0.4184
2.0000 0.4189
2.0000 0.4194
2.0000 0.4199
2.0000 0.4204
2.0000 0.4209
2.0000 0.4214
2.0000 0.4219
2.0000 0.4224
2.0000 0.4229
2.0000 0.4234
2.0000 0.4239
2.0000 0.4244
2.0000 0.4249
2.0000 0.4254
2.0000 0.4259
2.0000 0.4264
2.0000 0.4269
2.0000 0.4274
2.0000 0.4279
2.0000 0.4284
2.0000 0.4289
2.0000 0.4294
2.0000 0.4299
2.0000 0.4304
2.0000 0.4309
2.0000 0.4314
2.0000 0.4319
2.0000 0.4324
2.0000 0.4329
2.0000 0.4334
2.0000 0.4339
2.0000 0.4344
2.0000 0.4349
2.0000 0.4354
2.0000 0.4359
2.0000 0.4364
2.0000 0.4369
2.0000 0.4374
2.0000 0.4379
2.0000 0.4384
2.0000 0.4389
2.0000 0.4394
2.0000 0.4399
2.0000 0.4404
2.0000 0.4409
2.0000 0.4414
2.0000 0.4419
2.0000 0.4424
2.0000 0.4429
2.0000 0.4434
2.0000 0.4439
2.0000 0.4444
2.0000 0.4449
2.0000 0.4454
2.0000 0.4459
2.0000 0.4464
2.0000 0.4469
2.0000 0.4474
2.0000 0.4479
2.0000 0.4484
2.0000 0.4489
2.0000 0.4494
2.0000 0.4499
2.0000 0.4505
2.0000 0.4510
2.0000 0.4515
2.0000 0.4520
2.0000 0.4525
2.0000 0.4530
2.0000 0.4535
2.0000 0.4540
2.0000 0.4545
2.0000 0.4550
2.0000 0.4555
2.0000 0.4560
2.0000 0.4565
2.0000 0.4570
2.0000 0.4575
2.0000 0.4580
2.0000 0.4585
2.0000 0.4590
2.0000 0.4595
2.0000 0.4600
2.0000 0.4605
2.0000 0.4610
2.0000 0.4615
2.0000 0.4620
2.0000 0.4625
2.0000 0.4630
2.0000 0.4635
2.0000 0.4640
2.0000 0.4645
2.0000 0.4650
2.0000 0.4655
2.0000 0.4660
2.0000 0.4665
2.0000 0.4670
2.0000 0.4675
2.0000 0.4680
2.0000 0.4685
2.0000 0.4690
2.0000 0.4695
2.0000 0.4700
2.0000 0.4705
2.0000 0.4710
2.0000 0.4715
2.0000 0.4720
2.0000 0.4725
2.0000 0.4730
2.0000 0.4735
2.0000 0.4740
2.0000 0.4745
2.0000 0.4750
2.0000 0.4755
2.0000 0.4760
2.0000 0.4765
2.0000 0.4770
2.0000 0.4775
2.0000 0.4780
2.0000 0.4785
2.0000 0.4790
2.0000 0.4795
2.0000 0.4800
2.0000 0.4805
2.0000 0.4810
2.0000 0.4815
2.0000 0.4820
2.0000 0.4825
2.0000 0.4830
2.0000 0.4835
2.0000 0.4840
2.0000 0.4845
2.0000 0.4850
2.0000 0.4855
2.0000 0.4860
2.0000 0.4865
2.0000 0.4870
2.0000 0.4875
2.0000 0.4880
2.0000 0.4885
2.0000 0.4890
2.0000 0.4895
2.0000 0.4900
2.0000 0.4905
2.0000 0.4910
2.0000 0.4915
2.0000 0.4920
2.0000 0.4925
2.0000 0.4930
2.0000 0.4935
2.0000 0.4940
2.0000 0.4945
2.0000 0.4950
2.0000 0.4955
2.0000 0.4960
2.0000 0.4965
2.0000 0.4970
2.0000 0.4975
2.0000 0.4980
2.0000 0.4985
2.0000 0.4990
2.0000 0.4995
2.0000 0.5000
